business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
EWJbWp3oOwDsv4Lo5eZWxw,"""Drew's Family Restaurant""",,"""2060 Ardmore Blvd""",Pittsburgh,PA,15221,40.42045596,-79.85139376,4,68,1,Diners;Restaurants;Pizza;Breakfast & Brunch;American (Traditional)
ERDYAPWmfzW3crptSbR3AA,"""Nutralicious""",East York,"""1231 Woodbine Ave""",Toronto,ON,M4C 4E1,43.6927542,-79.3157018,4.5,3,0,Diners;Sandwiches;Restaurants;Pizza
0aDCv4zPhzy7RklHDrnKQg,"""Lucie's Lounge""",Sunrise,"""3935 E Charleston Blvd, Ste A""",Las Vegas,NV,89104,36.1581179,-115.0897555,4,11,0,Dive Bars;Pizza;Karaoke;Bars;Restaurants;Lounges;Nightlife
dJll6hGkOCFztZgFKBTUEA,"""Soulmutts""",,"""39 River Street""",Toronto,ON,M5A 3P1,43.6586336,-79.3568687,2.5,7,1,Dog Walkers;Professional Services;Pet Services;Pet Boarding;Pet Sitting;Home Services;Restaurants;Pizza;Pets
JZs2T3Ykzqw7QoAKgyISkg,"""Papa Murphy's""",Ballantyne,"""16015 Lancaster Highway, Suite C""",Charlotte,NC,28277,35.0303097,-80.8535521,4,19,1,Do-It-Yourself Food;Pizza;Food;Restaurants;American (Traditional)
Afy21WseiOnQedblqGGbZg,"""Oven 51 Pizza Bistro & Bakery""",,"""148 Middle Ave""",Elyria,OH,44035,41.3666858,-82.1066598,3,3,1,Donuts;Restaurants;Pizza;Bakeries;Food
0KUyFnaBC9DyuB3swdiOCw,"""Chuck E Cheese's""",Lisgar,"""2945 Argentia Road""",Mississauga,ON,L5N 0A2,43.5998115,-79.78367524,3.5,11,1,Event Planning & Services;American (Traditional);Restaurants;Party & Event Planning;Pizza
a4I6hTqQwL3Px1aXfHD4Aw,"""Chuck E. Cheese's""",,"""438 Grand Canyon Dr""",Madison,WI,53719,43.058557,-89.49701,2,17,1,Event Planning & Services;Arcades;Pizza;Arts & Entertainment;Party & Event Planning;Restaurants
t7tYRRfp7gz-nwX-gXic4w,"""Chuck E. Cheese's""",,"""26104 Great Northern Shop Ctr""",North Olmsted,OH,44070,41.4182803,-81.9120543,4.5,7,1,Event Planning & Services;Arcades;Restaurants;Party & Event Planning;Pizza;Arts & Entertainment
K5jY2W5Q3eNnwssV5UZtow,"""Spirit Lodge""",Lawrenceville,"""242 51st St""",Pittsburgh,PA,15201,40.4783194,-79.9556841,3.5,66,1,Event Planning & Services;Bars;Beer;Wine & Spirits;Dive Bars;Pizza;Restaurants;Food;Nightlife;Venues & Event Spaces;Cocktail Bars
-6h3K1hj0d4DRcZNUtHDuw,"""Brio Tuscan Grille""",,"""15301 N Scottsdale Rd""",Scottsdale,AZ,85254,33.62540929,-111.9251276,3.5,449,1,Event Planning & Services;Breakfast & Brunch;Italian;Nightlife;Pizza;Cocktail Bars;Venues & Event Spaces;Wine Bars;Seafood;Bars;Restaurants
UsFFaNUWG5u7f9rHpJBHRQ,"""Domino's Pizza""",Etobicoke,"""4204 Dundas Street W""",Toronto,ON,M8X 1Y6,43.6604605,-79.5109773,4,5,1,Event Planning & Services;Caterers;Italian;Restaurants;Pizza
hqWNpbCEzt7EzUeWkDqjBA,"""Franky T's Pizzeria""",,"""2211 N New Hope Rd""",Gastonia,NC,28054,35.2979628,-81.1605714,4,33,1,Event Planning & Services;Caterers;Italian;Salad;Pizza;Restaurants
UwtQpKRHATMLx0Po7vPB4w,"""Pizza Joe's & Deli""",Old Brooklyn,"""4260 Fulton Rd""",Cleveland,OH,44144,41.4406625,-81.7238373,4,5,1,Event Planning & Services;Caterers;Pizza;Restaurants
kUQwaqwxKlScAQNhRx2_2w,"""Boston Pizza""",Downtown,"""1507 Las Vegas Blvd S""",Las Vegas,NV,89104,36.1530812,-115.1509664,3.5,210,1,Event Planning & Services;Caterers;Pizza;Restaurants;Chicken Wings
flaAdLvjrSKIsMGKvCDO-A,"""Romi's Pizza & Ristorante""",Etobicoke,"""3062 Bloor St W""",Etobicoke,ON,M8X 1C4,43.6470934,-79.5133412,4,14,1,Event Planning & Services;Caterers;Restaurants;Pizza;Italian
sbm0jmhWui8YrvFgxnJ4kQ,"""Glass Nickel Pizza""",,"""101 W Main St""",Sun Prairie,WI,53590,43.1832078,-89.21383742,2.5,39,1,Event Planning & Services;Chicken Wings;Food;Food Delivery Services;Pizza;Restaurants;Caterers;Sandwiches;Italian
WexIGFr-I6eH4loUY6DILw,"""The Locker Room""",University,"""700 E Naples Dr, Ste 111""",Las Vegas,NV,89119,36.10599998,-115.1490076,3.5,16,0,Event Planning & Services;Dive Bars;Gay Bars;Nightlife;Bars;Musicians;Pizza;Restaurants
eMGjzls2aDlVzqJJ_0a49Q,"""Pronto""",,"""Stuttgarter Str. 50""",Schwieberdingen,BW,71701,48.8758,9.0787196,3,3,1,Event Planning & Services;Food Delivery Services;International;Italian;Restaurants;Caterers;Pizza;Food
TeHB4-F_5Mwg1VE2Uzu0Ag,"""Buca Di Beppo""",The Strip,"""3850 S Las Vegas Blvd""",Las Vegas,NV,89109,36.098959,-115.175745,3.5,367,1,Event Planning & Services;Food;Caterers;Pizza;Italian;Restaurants
7qo6rqDjlHds8ObxzxBD4A,"""Brooklyn V's Pizza""",,"""894 E Warner Rd, Ste 101""",Gilbert,AZ,85296,33.3369592,-111.7713379,4,303,1,Event Planning & Services;Food;Local Flavor;Pizza;Caterers;Italian;Restaurants
ODlST50VSMzUMd0kmDpQgw,"""Buca di Beppo""",,"""16677 Southpark Ctr""",Strongsville,OH,44136,41.310149,-81.816298,3.5,47,1,Event Planning & Services;Food;Pizza;Italian;Restaurants;Caterers
ciDaLZY95c3XHYjB-YA04A,"""Best Western Voyageur Place Hotel""",,"""17565 Yonge Street""",Newmarket,ON,L3Y 5H6,44.05628027,-79.47971553,4.5,3,1,Event Planning & Services;Hotels;Body Shops;Restaurants;Automotive;Hotels & Travel;Pizza
F5Mh9ufSdE1P8ZZk6wzn4w,"""Zeppe's Pizzeria""",,"""8235 Washington St""",Chagrin Falls,OH,44023,41.4154521,-81.3478784,3.5,3,1,Event Planning & Services;Italian;Caterers;Pizza;Restaurants;Wraps;Chicken Wings
lAR6Lj6-zBxQNqflZt0zTQ,"""Buca di Beppo""",Eastside,"""412 E Flamingo Rd""",Las Vegas,NV,89169,36.11494373,-115.1518317,3,339,1,Event Planning & Services;Italian;Pizza;Food;Restaurants;Caterers
HhPVzZYQI-akaXRK_A4dKQ,"""Del's Bar and Ristorante DelPizzo""",Bloomfield,"""4428 Liberty Ave""",Pittsburgh,PA,15224,40.462989,-79.9521014,2.5,97,0,Event Planning & Services;Italian;Pizza;Restaurants;Caterers
9IpKGHaPy3hhXo9g5Bt7lg,"""Metro Pizza""",,"""4001 S Decatur Blvd, Ste 39""",Las Vegas,NV,89103,36.11844849,-115.2091042,3.5,273,1,Event Planning & Services;Italian;Pizza;Restaurants;Caterers
kzbH1_l7VTSfFFcwTqY6vA,"""Sarafino's Pasta and Pizza""",,"""40 E Crafton Ave""",Pittsburgh,PA,15205,40.4354707,-80.0653101,4,84,1,Event Planning & Services;Italian;Pizza;Restaurants;Caterers
8Lfb_aOz1e3nOWUSYLMLbw,"""Chuck E. Cheese's""",,"""416 Cox Rd""",Gastonia,NC,28054,35.2628405,-81.1328363,3.5,5,1,Event Planning & Services;Party & Event Planning;Arcades;Pizza;Arts & Entertainment;Restaurants
Ory33UEFnbnvdOO4UTBaFQ,"""Chuck E. Cheese's""",,"""1521 W Sunset Rd""",Henderson,NV,89015,36.0626067,-115.0510575,3,41,1,Event Planning & Services;Party & Event Planning;Pizza;Restaurants
Ligew2FOsgwSZ_NNivc0DA,"""Domino's Pizza""",Scarborough,"""1889 Lawrence Avenue E""",Scarborough,ON,M1R 2Y3,43.7434743,-79.3014255,3,3,0,Event Planning & Services;Pizza;Caterers;Restaurants
rlDuAQgXTnVcdFXeEiE53A,"""Antonio's""",,"""7401 W Ridgewood Dr""",Parma,OH,44129,41.38348203,-81.73529186,4,61,1,Event Planning & Services;Pizza;Caterers;Sandwiches;Italian;Restaurants
8Jx2aDqLcnzdfHY0FW3Kow,"""Augie's Pizza and Ribs""",,"""6901 Rockside Rd""",Independence,OH,44131,41.395817,-81.6419229,3.5,21,1,Event Planning & Services;Pizza;Restaurants;Caterers
hG7GPagUoqCHLowKzlR3kA,"""Domino's Pizza""",Brockton Village,"""1269 College St""",Toronto,ON,M6H 1C4,43.6509146,-79.4394628,2.5,4,0,Event Planning & Services;Pizza;Restaurants;Caterers
tM_A6uLiKvUCKSdSZxYLYw,"""Pizza Gigi""",,"""189 Harbord Street""",Toronto,ON,M5S 1H5,43.6617755,-79.4084863,3.5,56,1,Event Planning & Services;Pizza;Restaurants;Caterers
fXFTH3Rs5rhnlqpP1bNdOA,"""Domino's Pizza""",,"""1650 Williams Parkway""",Brampton,ON,L6S 5R7,43.74504,-79.720028,5,4,1,Event Planning & Services;Pizza;Restaurants;Caterers
bsAnZ2OsMU9m7zj7old9fA,"""Doubleday's""",,"""4586 Baxter Rd""",Cottage Grove,WI,53527,43.1002082,-89.1676243,4,5,1,Event Planning & Services;Pizza;Venues & Event Spaces;Caterers;Restaurants;Bowling;Active Life
omgv9mbqBa20oVMApbyaxA,"""Maxim's Pizza""",,"""6966 Heisley Rd""",Mentor,OH,44060,41.68023,-81.3052359,4.5,14,1,Event Planning & Services;Restaurants;Caterers;Delis;Pizza;Italian;Sandwiches
O3AU1lJmNYgm1FWipLnA4g,"""Domino's Pizza""",Seaton Village,"""936 Bathurst Street""",Toronto,ON,M5R 3G5,43.6691025,-79.4128918,2.5,12,1,Event Planning & Services;Restaurants;Caterers;Pizza
i9stbpom_5FexMSWIYFErw,"""Il Carrettino da Antonio""",,"""Remstalstr. 7""",Fellbach,BW,70736,48.83379,9.26444,4,6,1,Event Planning & Services;Restaurants;Caterers;Pizza
l7qewKwTevZhOb5sKPdoeA,"""Romeo's Pizza""",,"""1100 N Court St""",Medina,OH,44256,41.155878,-81.860838,3.5,10,1,Event Planning & Services;Restaurants;Caterers;Pizza
YHoDKkSvaqcmwdFQScQV8w,"""Rego's Brickhouse Pizza""",,"""326 New Fourth St""",Fairport Harbor,OH,44077,41.75354,-81.274234,4,6,1,Event Planning & Services;Restaurants;Caterers;Pizza;American (Traditional);Sandwiches;Chicken Wings;Italian
vVDJEs47RMDBHL3ciEzHSA,"""Peppino's Pizza""",,"""1066 Lost Nation Rd""",Willoughby,OH,44094,41.6955557,-81.3994918,3.5,3,1,Event Planning & Services;Restaurants;Caterers;Sandwiches;Pizza
66uzYqAclIny3EB3PGXF-A,"""Domino's Pizza""",,"""380 Iroquois Shore Road""",Oakville,ON,L6H 1M4,43.4651218,-79.6843192,1.5,3,1,Event Planning & Services;Restaurants;Pizza;Caterers
WlArCYe6xCzOe5u2Lt1how,"""Domino's Pizza""",Etobicoke,"""3843 Bloor Street W""",Etobicoke,ON,M9B 1K9,43.640638,-79.5389165,3.5,4,1,Event Planning & Services;Restaurants;Pizza;Caterers
KtSEqZbGV1WHgOgtSMEZFQ,"""Capocaccia Trattoria""",Yonge and St. Clair,"""1366 Yonge Street""",Toronto,ON,M4T 3A7,43.6858784,-79.393189,4,44,1,Event Planning & Services;Restaurants;Pizza;Caterers;Italian
ttRnQ4PYIuR_ptgaTT2g_A,"""Athens Pizzeria""",,"""4341 Rocky River Dr""",Cleveland,OH,44135,41.4369144,-81.8200895,4.5,30,1,Event Planning & Services;Restaurants;Pizza;Mediterranean;Italian;Caterers
_oKvRJPi7rQViDeCwXF8qw,"""Panini Bread and Grill""",,"""4129 E Van Buren St, Ste 105""",Phoenix,AZ,85008,33.70182328,-112.163535,5,13,0,Event Planning & Services;Restaurants;Sandwiches;American (Traditional);Food;Salad;Delis;Caterers;Pizza
AlwKuzyrrxlZ04ktebwmcA,"""Pizza Pit""",,"""13 Atlas Ct""",Madison,WI,53714,43.0867933,-89.3068682,2.5,12,1,Event Planning & Services;Shopping;Toy Stores;Restaurants;Party & Event Planning;Chicken Wings;Caterers;Pizza
tyWShmboVP-S0hVXSNUhDQ,"""8.2.0 Bar/Restaurant""",Third Ward,"""820 Hamilton St""",Charlotte,NC,28206,35.2402992,-80.8453145,4,46,1,Event Planning & Services;Venues & Event Spaces;Restaurants;Pizza;Cocktail Bars;Karaoke;Nightlife;Bars
tjAeaGdxf7I4xN9M7wGJNQ,"""Pure Pizza""",First Ward,"""224 E 7th St""",Charlotte,NC,28202,35.22758244,-80.83791167,4,237,1,Farmers Market;Vegetarian;Pizza;Food;Restaurants;Gluten-Free
vpfZ8w-o50TVgMP8aB5OVQ,"""Bella Boutique""",Ville-Marie,"""1230 Greene Avenue Westmount""",Westmount,QC,H3Z 2A3,45.48640197,-73.58868148,2,3,1,Fashion;Restaurants;Pizza;Women's Clothing;Bridal;Shopping
f0raw0dgwZpaAywSruySAw,"""McDonald's""",,"""3101 Dufferin Street""",North York,ON,M6A 2S7,43.7153547,-79.4549827,3,3,0,Fast Food;Burgers;Pizza;Restaurants
iFWgJ0zmVJ27IeyHcdm1kw,"""Nugget Pizza and Wings""",Scarborough,"""4830 Sheppard Avenue E, Unit 10""",Toronto,ON,M1S,43.791665,-79.2492909,5,3,1,Fast Food;Burgers;Pizza;Restaurants;Chicken Wings
fnPefa87H-3CJnDungeetQ,"""Pizza Hut""",,"""7790 E McDowell Rd, Ste 102""",Scottsdale,AZ,85257,33.4662216,-111.912097,2,24,1,Fast Food;Chicken Wings;Restaurants;Pizza;Italian
jyWnalvlMFz5pZPXN9CRpA,"""East Coast Eats""",,"""50 N Valle Verde Dr, Ste 110""",Henderson,NV,89074,36.0295851,-115.0625482,4,136,0,Fast Food;Fish & Chips;Pizza;American (New);Food Delivery Services;Restaurants;Food;Sandwiches
lq0ZTMUWe_gRVomeyJxjEA,"""Dominos pizza""",,"""33 Drum Street, Gilmerton""",Edinburgh,EDH,EH17 8RQ,55.9054743,-3.1323752,4,4,1,Fast Food;Food;Restaurants;Pizza;Food Delivery Services
ttoTU2MrP0DSXtOWAWBEhg,"""Taglio Di Roma Bar Ã€ Pizza""",Laval,"""949 Boulevard D'auteuil""",Laval,QC,H7E,45.5938267,-73.665592,4.5,6,1,Fast Food;Italian;Pizza;Restaurants
hH6DlO3VPhtY6EKJVB6JuA,"""Pizza Hut""",Rathaus,"""RotebÃ¼hlplatz 1""",Stuttgart,BW,70178,48.7742,9.17335,3,29,1,Fast Food;Italian;Restaurants;Pizza
YsX3XqejII_-Eu2s-m-lGQ,"""Best Pizza In Town""",,"""1100 Davis Dr, unit 5""",Newmarket,ON,L3Y 8W8,44.0649983,-79.430207,4,4,1,Fast Food;Pizza;Burgers;Restaurants
Rjkda__H64ILwIvaccVyLg,"""Blaze Fast-Fire'd Pizza""",South End,"""1750 Camden Rd, Ste 112""",Charlotte,NC,28203,35.21283944,-80.85880187,4,204,1,Fast Food;Pizza;Gluten-Free;Salad;Restaurants
mBWxc2RgvNMkp6UWxwYJGA,"""Pizza Hot Pizza""",,"""3899 Trelawny Circle""",Mississauga,ON,L5N 6S4,43.5788054,-79.7706061,3,4,1,Fast Food;Pizza;Halal;Restaurants
raixiox15brAXfTUbg1YBw,"""Spicy Bite""",,"""119 Dundee Street""",Edinburgh,EDH,EH11 1AX,55.940376,-3.217705,3.5,5,1,Fast Food;Pizza;Halal;Restaurants
DJXR4X3noRvvQQ5vKAgsvA,"""Pizza Hut""",,"""13693 N Fountain Hills Blvd, Ste 103""",Fountain Hills,AZ,85268,33.6092943,-111.7292176,3.5,7,1,Fast Food;Pizza;Italian;Chicken Wings;Restaurants
ui99AtCcTZRCHEfNi1mYew,"""Jolly Ristorante & Pizzeria""",New Town,"""9 Elm Row""",Edinburgh,EDH,EH7 4AA,55.9585276,-3.1834514,3.5,23,1,Fast Food;Pizza;Restaurants
JE3SRhAGqZrAzs0gMm5cIA,"""MOD Pizza""",,"""2249 Zeier Rd""",Madison,WI,53704,43.129083,-89.303678,4,24,1,Fast Food;Pizza;Restaurants
qFcf0Rz1NXw1HUajBstMoA,"""Pizza Bazaar""",Leith,"""62 Inverleith Row, Goldenacre""",Edinburgh,EDH,EH3 5PX,55.9709983,-3.20890245,5,4,0,Fast Food;Pizza;Restaurants
2-_HV0XUYK64OylB5J4i6A,"""MOD Pizza""",,"""4025 E Chandler Blvd, Ste 74""",Phoenix,AZ,85048,33.30479012,-111.9941942,4,67,1,Fast Food;Pizza;Restaurants
UIU7tug_Y-qVv_aLt7NN4g,"""MOD Pizza""",,"""2904 S. SanTan Village Pkwy""",Gilbert,AZ,85295,33.29674042,-111.7436667,4.5,258,1,Fast Food;Pizza;Restaurants
8rVOVcTKyxKLOgNdktGfwQ,"""Papa Murphy's""",,"""8301 Magnolia Estates Dr., Ste C12""",Cornelius,NC,28031,35.4761288,-80.8899692,5,4,1,Fast Food;Pizza;Restaurants
L7fpE0LYFKS26mcsZvgrXw,"""Crown Pizza""",Milliken,"""4915 Steeles Ave E""",Scarborough,ON,M1V 4Z3,43.82694,-79.291073,1,3,1,Fast Food;Pizza;Restaurants
8RGoNUEC4QGbpF4af7CDdQ,"""Little Caesar's""",Spring Valley,"""3545 S Fort Apache Rd, Unit  115""",Las Vegas,NV,89147,36.12512,-115.297975,3,47,1,Fast Food;Pizza;Restaurants
wyVUtiV0hUQHpX1pvU4JfA,"""Pizza Vimont""",Laval,"""1746 Boulevard Des Laurentides""",Vimont,QC,H7M 2P6,45.5981219,-73.723866,4,17,1,Fast Food;Pizza;Restaurants
zY6f_cFY8HTI3hLlJj3SOg,"""Sabatino's Authentic NY Pizzeria""",Northwest,"""7660 W Cheyenne Ave""",Las Vegas,NV,89129,36.21873957,-115.2621602,3.5,211,1,Fast Food;Pizza;Restaurants;Italian
Q1dRbSP425_w1B7KGqj5sw,"""Pizza Hut""",,"""3554 N Goldwater Blvd, Ste C""",Scottsdale,AZ,85251,33.489344,-111.927972,2,15,1,Fast Food;Pizza;Restaurants;Italian;Chicken Wings
blGpsdNSyzIjfzLYILuZmQ,"""Blaze Fast-Fire'd Pizza""",,"""5120 N Central Ave""",Phoenix,AZ,85012,33.511946,-112.074146,3,69,1,Fast Food;Pizza;Restaurants;Salad
MJW4XuO_seWA19-fbmBRTA,"""Blaze Fast-Fire'd Pizza""",,"""16201 N Scottsdale Rd, Ste 105""",Scottsdale,AZ,85254,33.6331138,-111.925375,5,3,1,Fast Food;Pizza;Restaurants;Salad
u_s0zWoTlX7PoYDjtKAK2w,"""Toci Pizza Of Brooklyn""",,"""5044 W Peoria Ave""",Glendale,AZ,85302,33.5822338,-112.1684105,3.5,100,1,Fast Food;Pizza;Sandwiches;Italian;Restaurants
tVVDQitHYUMGECGArOqjxg,"""Pizza Pizza""",Dixie,"""1403 Dundas Street E""",Mississauga,ON,L4X 1L3,43.6097999,-79.5838729,2,4,1,Fast Food;Pizza;Sandwiches;Restaurants
MI-DyVEpSVT_UlyUWUTmhw,"""Pizza Pizza""",,"""8750 Bayview Avenue, Unit 18 19""",Richmond Hill,ON,L4B 4V9,43.8434411,-79.408106,2.5,8,1,Fast Food;Restaurants;Chicken Wings;Food;Italian;Pizza
euxQLuOeFIfsZWj6PmHp7g,"""Pizza Hut""",,"""5233 S Central Ave, Ste 9""",Phoenix,AZ,85040,33.3986064,-112.0725275,2,23,1,Fast Food;Restaurants;Chicken Wings;Italian;Pizza
3WtgS8OTYyGMra1-IilZkQ,"""Topper's Pizza""",,"""5 Mountainview Rd N, Unit 8""",Georgetown,ON,L7G 4T3,43.6511651,-79.9032982,4,4,1,Fast Food;Restaurants;Chicken Wings;Pizza
#NAME?,"""Barracuda""",,"""2c Northfield Drive""",Edinburgh,EDH,EH8 7RW,55.94735097,-3.136210522,5,5,1,Fast Food;Restaurants;Gluten-Free;Fish & Chips;Pizza
Sm2k1ijcnK17Ro5paN2_qQ,"""Grand Pizza""",Northwest,"""6731 W Alexander Rd""",Las Vegas,NV,89108,36.232623,-115.2432671,4,143,1,Fast Food;Restaurants;Italian;Pizza
uDb1lOfDhl_VLmAbYvp-vQ,"""Benny Pennello's""",NoDa,"""2909 N Davidson St, Ste 100""",Charlotte,NC,28205,35.2454677,-80.8094402,4,218,1,Fast Food;Restaurants;Italian;Pizza
VDgEL_uU2-8qnLcn9eXcdQ,"""Constantinopole""",Old Town,"""51 George IV Bridge""",Edinburgh,MLN,EH1 1EJ,55.9479704,-3.1917902,2.5,6,1,Fast Food;Restaurants;Middle Eastern;Pizza
vmQKPYE46edrPQDc1vBMDA,"""City Fried Chicken and Pizza""",The Danforth,"""990 Danforth Avenue""",Toronto,ON,M4J 1L9,43.680521,-79.3374944,4,14,1,Fast Food;Restaurants;Pizza
yBHNlSLfAd7uXFqlyr01Vg,"""MOD Pizza""",,"""1380 N Litchfield Rd, Suite K3""",Goodyear,AZ,85395,33.4620766,-112.3582313,4.5,99,1,Fast Food;Restaurants;Pizza
F7EVk3jkzB5yt9g4YWp9wg,"""Flames""",,"""11 Ramshill Road""",Scarborough,NYK,YO11 2LN,54.2739025,-0.4027653,3.5,4,1,Fast Food;Restaurants;Pizza
bdEB4XvUqhXSwzClNaOi0A,"""Daboro's""",,"""1241 Som Center Rd""",Mayfield Heights,OH,44124,41.526546,-81.438746,4,16,1,Fast Food;Restaurants;Pizza
9tqtjCPLBs_WSC7T9p6ruQ,"""Project: Pizza""",Edgewater,"""10435 Clifton Blvd""",Cleveland,OH,44102,41.4851495,-81.7573501,4.5,5,1,Fast Food;Restaurants;Pizza
SRDOuYoSNppmwrASR92NlQ,"""McDonald's""",Yonge and St. Clair,"""11 St Clair Ave E""",Toronto,ON,M4T 1L8,43.6880988,-79.3931787,3,4,1,Fast Food;Restaurants;Pizza;Burgers
RUS5xdYjwstuNkKO8honsg,"""Pizza Pizza""",Unionville,"""8601 Warden Avenue, Unit 1B""",Markham,ON,L3R 0B5,43.85809679,-79.33204074,3.5,5,1,Fast Food;Restaurants;Pizza;Chicken Wings
dUkyIdP5j4vPE0uFnDfaWg,"""Papa John's Pizza""",,"""1063 N Mesa Dr""",Mesa,AZ,85201,33.4349556,-111.822209,2.5,8,1,Fast Food;Restaurants;Pizza;Italian
UaDRgpeJZyohVG0AkXo5Yw,"""Saray Kebap 2""",,"""Marktstr. 48""",Stuttgart,BW,70372,48.8049,9.21407,5,5,1,Fast Food;Restaurants;Pizza;Kebab
8jj6dYkZtxTCsq_Y-C_DtQ,"""iCheese Pizza & Sub""",University,"""4632 S Maryland Pkwy, Ste 12""",Las Vegas,NV,89119,36.1050259,-115.1359481,4.5,21,0,Fast Food;Restaurants;Sandwiches;Pizza
52J2qJTmfy2NWnQKiUgYBQ,"""Blaze Fast-Fired Pizza""",,"""9571 Mentor Ave, Ste B""",Mentor,OH,44060,41.6830568,-81.2961379,2.5,26,1,Fast Food;Salad;Pizza;Restaurants
6ObhHav156dwof2qHvUj3g,"""Subway""",Point Breeze,"""7700 Penn Ave""",Pittsburgh,PA,15221,40.4463549,-79.893766,2.5,3,1,Fast Food;Sandwiches;Restaurants;Pizza
2CQc-0KPuF2S8axUdGH24w,"""Punto fisso""",,"""Christophstr. 14""",Stuttgart,BW,70178,48.77149,9.17602,4,5,0,Financial Services;Wine Bars;Restaurants;Italian;Pizza;Financial Advising;Caterers;Nightlife;Food;Wedding Planning;Event Planning & Services;Bars
cejtZJkEARR3M-0Ho4mvQA,"""Pizza Village""",Scarborough,"""2397 Eglinton Ave E""",Scarborough,ON,M1K 2M5,43.7319104,-79.2693151,4,8,1,Fish & Chips;Burgers;Pizza;Restaurants
8HBRdEnm99TUqwbuB7E6FA,"""Eatalia's""",Leith,"""1 Brunswick Place, Leith Walk, Edinburgh""",Edinburgh,EDH,EH7 5HP,55.961053,-3.180653,3.5,8,1,Fish & Chips;Pizza;Restaurants;Italian;Food Delivery Services;Food;Fast Food
ccDS2kEdVmTUSBqVVK6_iw,"""L'Aquila Bianca""",Stockbridge,"""17 Raeburn Place""",Edinburgh,EDH,EH4 1HU,55.9589679,-3.2107998,4,3,0,Fish & Chips;Restaurants;Pizza
7BZgV886BjH-1x2CixKI_g,"""Happy's Pizza""",East Cleveland,"""14252 Euclid Ave""",East Cleveland,OH,44112,41.5292446,-81.5826428,3,12,1,Food Delivery Services;Chicken Wings;Pizza;Restaurants;Food;Barbeque;Italian;Seafood
UYUoQEbKcoFXs-0VRxrO1g,"""Sardella's Pizza & Wings""",,"""8278 W Lake Pleasant Pkwy""",Peoria,AZ,85382,33.670448,-112.2383733,4,73,1,Food Delivery Services;Event Planning & Services;Italian;Caterers;Restaurants;Food;Pizza;Chicken Wings
JFNv5sKeKAf1ZVPnfbzpXw,"""East West Pizzeria""",Spring Valley,"""5025 S Fort Apache Rd""",Las Vegas,NV,89148,36.0979679,-115.2977961,3.5,130,1,Food Delivery Services;Food;Pizza;Chicken Wings;Restaurants;Italian
LPMZ9N1sAjs2nDx7DmiZ2w,"""Palermo's Pizza""",Eastside,"""1370 E Flamingo Rd, Ste F""",Las Vegas,NV,89119,36.1154564,-115.1335869,3,126,1,Food Delivery Services;Food;Pizza;Restaurants
idcJ81Duz_UXM_y21DbPvg,"""Za Pizzeria""",The Annex,"""402 Bloor Street W""",Toronto,ON,M5S 1X5,43.6659756,-79.4077326,4,56,0,Food Delivery Services;Food;Pizza;Restaurants
IzwDtXKDFO1BPSiSoQ-syg,"""Pizza Domo""",,"""Vogelsangstr. 2b""",Stuttgart,BW,70176,48.77269,9.1599,3.5,12,1,Food Delivery Services;Food;Restaurants;Italian;Pizza
niqIaJy9UXu-DS7BIUvUoA,"""Pizza Divino""",,"""3550 W Cactus Rd""",Phoenix,AZ,85029,33.5968838,-112.1357133,4,68,1,Food Delivery Services;Food;Sandwiches;Restaurants;Pizza;Chicken Wings
wPxQQbwXfqnJEMirpwcPnw,"""Weston Favourites""",,"""1986 Weston Road""",Toronto,ON,M9N 1W8,43.7008781,-79.51934931,3.5,3,0,Food Delivery Services;Italian;Food;Coffee & Tea;Sandwiches;Pizza;Restaurants
JGM-SxW_vayu0fBch-U2FQ,"""Pizza Bella""",Eastside,"""4640 S Paradise Rd""",Las Vegas,NV,89169,36.10541592,-115.1504586,1.5,18,0,Food Delivery Services;Italian;Food;Pizza;Restaurants
WI3wXk5U9wiBpeVqU1N9DA,"""Dallas Pizza Express""",,"""Esslinger Str. 6""",Neuhausen,BW,73765,48.6849,9.27875,4,3,1,Food Delivery Services;Italian;Food;Restaurants;Pizza
Fn_IxcCtZl1EoS81sq_s9w,"""Rush Street Pizzeria""",,"""2925 E Riggs Rd, Ste 7""",Chandler,AZ,85249,33.21901532,-111.7912102,3.5,117,1,Food Delivery Services;Italian;Pizza;Food;Sandwiches;Restaurants
A4aU9qMO4yxv4q3dqHZjmw,"""Antonios Pizza""",,"""34196 Aurora Rd""",Solon,OH,44139,41.38057504,-81.4293453,2.5,12,1,Food Delivery Services;Italian;Pizza;Restaurants;Food
r03BNov4Uyul5bJzlgWdJQ,"""That's Italian Ristorante""",,"""10447 Yonge Street, Unit 3""",Richmond Hill,ON,L4C 3C2,43.8821787,-79.4396289,4,57,1,Food Delivery Services;Italian;Salad;Pizza;Restaurants;Food
4gPnMySEGgUAslBGYsJm5w,"""Centro Pizza""",Scarborough,"""3408 Kingston Road""",Toronto,ON,M1M,43.716316,-79.2394761,2,3,1,Food Delivery Services;Music Venues;Food;Pizza;Nightlife;Arts & Entertainment;Restaurants
h9Lhx0Fj20iY2zJ4Dqa0Tg,"""Farley's Pizzeria""",Ballantyne,"""15025 Lancaster Hwy""",Charlotte,NC,28277,35.041844,-80.8624518,3.5,39,1,Food Delivery Services;Pizza;Restaurants;Food
